id,name,lat,long,addr:street,addr:housenumber,addr:city,addr:postcode,cuisine_or_amenity,opening_hours
139128641,Biergasthof Otto,16.3177221,48.1625574,Altmannsdorfer Straße,101,Wien,1120,regional,Mo-Su 11:00-24:00
254904592,Giersterbräu,16.3347104,48.1832842,Gierstergasse,10,Wien,1120,restaurant,Mo-Su 10:00-24:00
267262865,Bierstöckl,16.3089485,48.1668755,Hetzendorfer Straße,77,Wien,1120,regional,
267263160,Beethoven,16.3102795,48.1668609,Hetzendorfer Straße,75A,Wien,1120,regional,"PH,Mo-Su 11:00-22:00"
269904458,Housecafe,16.3149044,48.1652336,Hetzendorfer Straße,50,Wien,1120,cafe,Mo-Fr 07:00-20:00; Sa 10:00-14:00; PH off
316407266,Tiziano,16.3088241,48.1673975,Hetzendorfer Straße,92,Wien,1120,italian;pizza,Mo-Su 11:00-23:00
338287510,Genuss am Werk,16.3253712,48.1655659,Otto-Bondy-Platz,1,Wien,1120,regional,"Mo-Sa 11:30-14:45, Tu-Sa 17:00-22:00, PH,Su 11:30-22:00"
338293881,Hui Feng,16.3200845,48.1608074,An den Froschlacken,10,Wien,1120,restaurant,"PH,We-Mo 11:00-15:00,17:30-22:00"
360187852,McDonald's,16.3309834,48.1748041,Wilhelmstraße,66,Wien,1120,fast_food,"05:00-01:00, Mo-Su 06:00-22:00"
631852939,Segafredo,16.3288987,48.1833556,Schönbrunner Straße,218,Wien,1120,cafe,"Mo-Fr 08:00-24:00; Sa 10:00-24:00; PH,Su 10:00-23:00"
664479447,Pizzawerk,16.3256906,48.1658044,Otto-Bondy-Platz,1,Wien,1120,fast_food,"PH,Mo-Su 10:30-22:00"
822164590,Alaturka,16.3248934,48.1616185,Am Schöpfwerk,,Wien,1120,fast_food,"Mo-Sa 10:30-22:00; PH,Su 11:00-22:00"
836251309,Die Fabrik,16.3398355,48.1873321,Gaudenzdorfer Gürtel,73,Wien,1120,restaurant,
919567357,Gasthaus zum Aßmayereck,16.3385191,48.1766698,Aßmayergasse,72,Wien,1120,restaurant,
919567515,021 Pizza,16.3455268,48.1738632,Karplusgasse,2-12,Wien,1120,fast_food,
954998679,Arkaden Cafe,16.3273459,48.1604991,Am Schöpfwerk,29,Wien,1120,cafe,
