id,name,lat,long,addr:street,addr:housenumber,addr:city,addr:postcode,cuisine_or_amenity,opening_hours
76514684,Pizza Bizi,16.3736843,48.2096466,Rotenturmstraße,4,Wien,1010,pizza,"Mo-Su,PH 11:00-24:00"
76515393,Korb,16.3707177,48.2100533,Tuchlauben,8,Wien,1010,cafe,Mo-Sa 08:00-24:00; PH 10:00-23:00; Su off
76518712,Palmenhaus,16.3667974,48.2050544,Burggarten,P,Wien,1010,breakfast;regional;international,"Mo-Fr 10:00-23:00; Sa, Su 09:00-23:00"
250601788,McDonald's,16.3620265,48.2133477,Universitätsring,12,Wien,1010,fast_food,"Mo-Th 06:00-01:30, Fr 06:00-05:00, Sa 07:00-05:00, Su 07:00-01:30; PH 07:00-01:30"
251361717,zum Kaiser,16.3706908,48.2040917,Krugerstraße,2,Wien,1010,fast_food,
267244783,Sing Your Song Karaoke,16.3638175,48.2025836,Eschenbachgasse,5,Wien,1010,pub,Mo-Th 20:00-02:00; Fr-Sa 20:00-04:00
269208762,Restaurant SURA,16.3743892,48.2070366,Nikolaigasse,2,Wien,1010,korean;japanese,Mo-Su 11:30-23:00
269208763,Zum Klimt,16.3743209,48.2069076,Singerstraße,20,Wien,1010,restaurant,
269208764,Cheng Chinese Cuisine,16.3741585,48.2071903,Singerstraße,11A,Wien,1010,chinese,Mo-Fr 11:00-21:00
269208773,McDonald's,16.372115,48.207716,Kärntner Straße,3,Wien,1010,fast_food,"Mo-Fr 00:00-02:00,07:00-24:00; Sa,Su 00:00-04:00,07:00-24:00"
269209053,Akakiko,16.3723403,48.2076731,Singerstraße,4,Wien,1010,fast_food,Mo-Su 11:00-22:30
269209054,aïda,16.3720208,48.2080149,Stock-im-Eisen-Platz,2,Wien,1010,cafe,Mo-Su 07:00-23:00
270066222,Vestibül,16.3612146,48.2098341,Josef-Meinrad-Platz,,Wien,1010,restaurant,
270066225,En,16.3702085,48.2148632,Werdertorgasse,6,Wien,1010,japanese,"Mo-Sa 11:30-14:30,17:30-22:30"
298713610,Gösser Bierklinik,16.3696039,48.2105229,Steindlgasse,4,Wien,1010,regional,Mo-Su 12:00-23:00
318297340,Café Bendl,16.3554887,48.2096822,Landesgerichtsstraße,6,Wien,1010,cafe,Mo-Th 08:00-02:00; Fr 08:00-04:00; Sa 18:00-04:00; Su 18:00-02:00
318859106,Türkis,16.3598474,48.2066908,Dr.-Karl-Renner-Ring,1,Wien,1010,fast_food,
319734659,Café Central,16.3653873,48.2103671,Freyung,2,Wien,1010,cafe,"Mo-Sa 08:00-21:00; PH,Su 10:00-21:00"
319735103,Café Hawelka,16.3698053,48.2079556,Graben,11,Wien,1010,cafe,
321595780,Flanagans,16.3736441,48.2031658,Fichtegasse,4,Wien,1010,pub,"Su-Th 10:00-02:00; Fr,Sa 10:00-04:00"
